case เคส cooler master masterbox mb600l gunmetal with odd mcb b600l ka5n s02 	ประเภท	mid tower	
case เคส cooler master masterbox mb600l gunmetal with odd mcb b600l ka5n s02 	รองรับ motherboard	atx micro atx mini itx	
case เคส cooler master masterbox mb600l gunmetal with odd mcb b600l ka5n s02 	material	steel plastic acrylic side panel	
case เคส cooler master masterbox mb600l gunmetal with odd mcb b600l ka5n s02 	ขนาด	464 x 212 x 454.5 mm	
case เคส cooler master masterbox mb600l gunmetal with odd mcb b600l ka5n s02 	สี	black gunmetal	
case เคส cooler master masterbox mb600l gunmetal with odd mcb b600l ka5n s02 	front panel i o	usb 3.0 x 2 audio x 1 mic x 1	
case เคส cooler master masterbox mb600l gunmetal with odd mcb b600l ka5n s02 	รองรับ vga ขนาด	400 mm	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	brand	cougar	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	model	gx s750	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	series	gx s	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	กำลังไฟสูงสุด	750 w	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	fan size	120 mm	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	power factor correction	active	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	mainboard connector	20 4 pin	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	cpu connector	1 x 4 4 pin	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	pci ex connector	4 x 6 2 pin	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	sata connector	8	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	molex connector	4	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	มาตราฐานรับรอง	80 gold	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	ระบบป้องกันไฟเกิน	ocp uvp ovp scp opp	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	รองรับไฟขาเข้า	100 to 240 vac	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx s 80 gold 	ขนาด	140x150x86 mm	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	brand	aerocool	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	model	ae 550w	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	series	ae	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	กำลังไฟสูงสุด	550 w	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	fan size	120 mm	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	power factor correction	active	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	mainboard connector	20 4 pin	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	cpu connector	4 4 pin	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	pci ex connector	2 x 6 2 pin	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	sata connector	4	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	molex connector	4	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	สามารถถอดสายได้	not modular	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	มาตราฐานรับรอง	80	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	ระบบป้องกันไฟเกิน	ovp uvp opp scp sip	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	รองรับไฟขาเข้า	230 vac	
power supply อุปกรณ์จ่ายไฟ aerocool 550w ae 80 	ขนาด	mm	
case เคส desk lian li dk q1h c99.dkq1hx.00 	brand	lian li	
case เคส desk lian li dk q1h c99.dkq1hx.00 	model	dk q1h	
case เคส desk lian li dk q1h c99.dkq1hx.00 	ประเภท	desk	
case เคส desk lian li dk q1h c99.dkq1hx.00 	รองรับ motherboard	atx micro atx	
case เคส desk lian li dk q1h c99.dkq1hx.00 	material	iron aluminium tempered glass	
case เคส desk lian li dk q1h c99.dkq1hx.00 	ขนาด	650 x 805 x 600 mm	
case เคส desk lian li dk q1h c99.dkq1hx.00 	สี	black	
case เคส desk lian li dk q1h c99.dkq1hx.00 	front panel i o	usb 3.0 x 4 audio x 1 mic x 1	
case เคส desk lian li dk q1h c99.dkq1hx.00 	รองรับ vga ขนาด	390 mm	
case เคส msi mag vampiric 010	brand	msi	
case เคส msi mag vampiric 010	model	mag vampiric 010	
case เคส msi mag vampiric 010	ประเภท	mid tower	
case เคส msi mag vampiric 010	รองรับ motherboard	atx micro atx mini itx	
case เคส msi mag vampiric 010	material	steel tempered glass	
case เคส msi mag vampiric 010	ขนาด	420 x 210 x 475 mm	
case เคส msi mag vampiric 010	สี	black	
case เคส msi mag vampiric 010	front panel i o	1 x usb 3.0 2 x usb 2.0 hd audio mic	
case เคส msi mag vampiric 010	รองรับ vga ขนาด	350 mm	
case เคส cooler master masterbox mb600l mcb b600l kann s01 blue 	brand	cooler master	
case เคส cooler master masterbox mb600l mcb b600l kann s01 blue 	model	masterbox mb600l	
case เคส cooler master masterbox mb600l mcb b600l kann s01 blue 	ประเภท	mid tower	
case เคส cooler master masterbox mb600l mcb b600l kann s01 blue 	รองรับ motherboard	atx micro atx mini itx	
case เคส cooler master masterbox mb600l mcb b600l kann s01 blue 	material	steel plastic acrylic side panel	
case เคส cooler master masterbox mb600l mcb b600l kann s01 blue 	ขนาด	464 x 212 x 454.5 mm	
case เคส cooler master masterbox mb600l mcb b600l kann s01 blue 	สี	black blue	
case เคส cooler master masterbox mb600l mcb b600l kann s01 blue 	front panel i o	usb 3.0 x 2 audio x 1 mic x 1	
case เคส cooler master masterbox mb600l mcb b600l kann s01 blue 	รองรับ vga ขนาด	400 mm	
case เคส thermaltake core p3 tempered glass black 	brand	thermaltake	
case เคส thermaltake core p3 tempered glass black 	model	core p3 tg	
case เคส thermaltake core p3 tempered glass black 	ประเภท	mid tower	
case เคส thermaltake core p3 tempered glass black 	รองรับ motherboard	atx micro atx mini itx	
case เคส thermaltake core p3 tempered glass black 	material	spcc	
case เคส thermaltake core p3 tempered glass black 	ขนาด	512 x 333 x 470 mm	
case เคส thermaltake core p3 tempered glass black 	สี	black	
case เคส thermaltake core p3 tempered glass black 	front panel i o	usb 3.0 x 2 usb 2.0 x 2 hd audio x 1	
case เคส thermaltake core p3 tempered glass black 	รองรับ vga ขนาด	280mm	
case เคส corsair 1000d cc 9011148 ww 	brand	corsair	
case เคส corsair 1000d cc 9011148 ww 	model	obsidian 1000d	
case เคส corsair 1000d cc 9011148 ww 	ประเภท	full tower	
case เคส corsair 1000d cc 9011148 ww 	รองรับ motherboard	atx e atx micro atx mini itx	
case เคส corsair 1000d cc 9011148 ww 	material	steel aluminum tempered glass	
case เคส corsair 1000d cc 9011148 ww 	ขนาด	693 x 307 x 697 mm	
case เคส corsair 1000d cc 9011148 ww 	สี	black	
case เคส corsair 1000d cc 9011148 ww 	front panel i o	usb 3.1 gen 2 type c x 2 usb 3.0 x 4 audio x 1 mic x 1	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	brand	aerocool	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	model	ae 650w	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	series	ae	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	กำลังไฟสูงสุด	650 w	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	fan size	120 mm	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	power factor correction	active	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	mainboard connector	20 4 pin	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	cpu connector	4 4 pin	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	pci ex connector	2 x 6 2 pin	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	sata connector	5	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	molex connector	4	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	สามารถถอดสายได้	not modular	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	มาตราฐานรับรอง	80	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	ระบบป้องกันไฟเกิน	ovp uvp opp scp sip	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	รองรับไฟขาเข้า	230 vac	
power supply อุปกรณ์จ่ายไฟ aerocool 650w ae 80 	ขนาด	mm	
case เคส cougar mx340	brand	cougar	
case เคส cougar mx340	model	mx340	
case เคส cougar mx340	ประเภท	mid tower	
case เคส cougar mx340	รองรับ motherboard	atx micro atx mini itx	
case เคส cougar mx340	material	steel	
case เคส cougar mx340	ขนาด	208 x 450 x 405 mm	
case เคส cougar mx340	สี	black	
case เคส cougar mx340	front panel i o	usb 3.0 x 1 usb 2.0 x 2 mic x 1 audio x 1	
case เคส cougar mx340	รองรับ vga ขนาด	330 mm	
case เคส plenty element kk plem02kbk 	brand	plenty	
case เคส plenty element kk plem02kbk 	model	element kk	
case เคส plenty element kk plem02kbk 	ประเภท	mid tower	
case เคส plenty element kk plem02kbk 	รองรับ motherboard	atx micro atx	
case เคส plenty element kk plem02kbk 	material	steel	
case เคส plenty element kk plem02kbk 	ขนาด	450 x 217 x 455 mm	
case เคส plenty element kk plem02kbk 	สี	black	
case เคส plenty element kk plem02kbk 	front panel i o	usb 2.0 x 2 audio x 1 mic x 1	
case เคส thermaltake level 20 vt black 	brand	thermaltake	
case เคส thermaltake level 20 vt black 	model	level 20 vt	
case เคส thermaltake level 20 vt black 	ประเภท	micro atx	
case เคส thermaltake level 20 vt black 	รองรับ motherboard	micro atx mini itx	
case เคส thermaltake level 20 vt black 	material	spcc	
case เคส thermaltake level 20 vt black 	ขนาด	348 x 330 x 430 mm	
case เคส thermaltake level 20 vt black 	สี	black	
case เคส thermaltake level 20 vt black 	front panel i o	usb 3.0 x 2 usb 2.0 x 2 audio x 1 mic x 1	
case เคส thermaltake level 20 vt black 	รองรับ vga ขนาด	350 mm	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	brand	cooler master	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	model	mwe 550 550w	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	series	mwe	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	กำลังไฟสูงสุด	550 w	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	fan size	120 mm	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	power factor correction	active	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	mainboard connector	20 4 pin	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	cpu connector	1 x 4 4 pin	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	pci ex connector	2 x 6 2 pin	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	sata connector	6	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	molex connector	3	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	floppy connector	1	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	สามารถถอดสายได้	non modular	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	มาตราฐานรับรอง	80	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	ระบบป้องกันไฟเกิน	ovp opp otp scp	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	รองรับไฟขาเข้า	200 to 240 vac	
power supply อุปกรณ์จ่ายไฟ cooler master mwe 550w 80 white 	ขนาด	140x150x86 mm	
case เคส deepcool matrexx 30	brand	deepcool	
case เคส deepcool matrexx 30	model	matrexx 30	
case เคส deepcool matrexx 30	ประเภท	micro atx	
case เคส deepcool matrexx 30	รองรับ motherboard	micro atx mini itx	
case เคส deepcool matrexx 30	material	abs spcc	
case เคส deepcool matrexx 30	ขนาด	405.8 193 378.2 mm	
case เคส deepcool matrexx 30	สี	black	
case เคส deepcool matrexx 30	front panel i o	usb2.0 1 usb3.0 1 audio 1 mic 1	
case เคส deepcool matrexx 30	รองรับ vga ขนาด	250 mm	
case เคส phanteks evolv shift x black 	brand	phanteks	
case เคส phanteks evolv shift x black 	model	enthoo evolv shift x	
case เคส phanteks evolv shift x black 	ประเภท	mini itx	
case เคส phanteks evolv shift x black 	รองรับ motherboard	mini itx	
case เคส phanteks evolv shift x black 	material	anodized aluminum panels power coated steel chassis tempered glass panels	
case เคส phanteks evolv shift x black 	ขนาด	170 x 650 x 274 mm	
case เคส phanteks evolv shift x black 	สี	black	
case เคส phanteks evolv shift x black 	front panel i o	2x usb 3.0 power button rgb button	
case เคส phanteks evolv shift x black 	รองรับ vga ขนาด	529mm	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	brand	plenty	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	model	super black extra 700w	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	series	super black	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	กำลังไฟสูงสุด	700 w	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	fan size	120 mm	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	power factor correction	active	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	mainboard connector	20 4 pin	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	cpu connector	2 x 4 4 pin	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	pci ex connector	2 x 6 2 pin	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	sata connector	8	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	molex connector	3	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	floppy connector	1	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	สามารถถอดสายได้	non modular	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	มาตราฐานรับรอง	80 bronze	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	ระบบป้องกันไฟเกิน	opp ovp scp uvp	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	รองรับไฟขาเข้า	230 vac	
power supply อุปกรณ์จ่ายไฟ plenty super black 700w 80 bronze 	ขนาด	145 x 155 x 86 mm	
case เคส cougar conquer essence	brand	cougar	
case เคส cougar conquer essence	model	conquer essence	
case เคส cougar conquer essence	ประเภท	micro atx	
case เคส cougar conquer essence	รองรับ motherboard	micro atx mini itx	
case เคส cougar conquer essence	material	aluminum alloy tempered glass	
case เคส cougar conquer essence	ขนาด	233 x 480 x 522 mm	
case เคส cougar conquer essence	สี	black	
case เคส cougar conquer essence	front panel i o	usb3.0 x 2 microphone x 1 audio x 1	
case เคส cougar conquer essence	รองรับ vga ขนาด	350 mm	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	brand	deepcool	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	model	dn550	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	series	dn	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	กำลังไฟสูงสุด	550 w	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	fan size	120 mm	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	power factor correction	active	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	mainboard connector	20 4 pin	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	cpu connector	1 x 4 4 pin	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	pci ex connector	2 x 6 2 pin	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	sata connector	5	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	molex connector	3	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	มาตราฐานรับรอง	80	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	ระบบป้องกันไฟเกิน	ovp uvp scp opp	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	รองรับไฟขาเข้า	230 vac	
power supply อุปกรณ์จ่ายไฟ deepcool 550w dn 80 	ขนาด	mm	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	brand	antec	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	model	vp700p plus	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	series	vp	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	กำลังไฟสูงสุด	700 w	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	fan size	120 mm	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	power factor correction	active	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	mainboard connector	20 4 pin	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	cpu connector	4 4 pin	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	pci ex connector	6 2 pin	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	sata connector	7	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	molex connector	2	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	floppy connector	1	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	มาตราฐานรับรอง	80	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	ระบบป้องกันไฟเกิน	uvp ovp scp opp nlo	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	รองรับไฟขาเข้า	200 to 240 vac vac	
power supply อุปกรณ์จ่ายไฟ antec 700w vp700p plus 80 	ขนาด	140 x 150 x 86 mm mm	
case เคส cooler master masterbox mb500 rgb mcb b500d kgnn s00 	brand	cooler master	
case เคส cooler master masterbox mb500 rgb mcb b500d kgnn s00 	model	masterbox mb500	
case เคส cooler master masterbox mb500 rgb mcb b500d kgnn s00 	ประเภท	mid tower	
case เคส cooler master masterbox mb500 rgb mcb b500d kgnn s00 	รองรับ motherboard	atx micro atx mini itx	
case เคส cooler master masterbox mb500 rgb mcb b500d kgnn s00 	material	steel plastic tempered glass	
case เคส cooler master masterbox mb500 rgb mcb b500d kgnn s00 	ขนาด	494 x 211 x 475 mm	
case เคส cooler master masterbox mb500 rgb mcb b500d kgnn s00 	สี	black	
case เคส cooler master masterbox mb500 rgb mcb b500d kgnn s00 	front panel i o	usb 3.0 x 2 audio x 1 mic x 1	
case เคส cooler master masterbox mb500 rgb mcb b500d kgnn s00 	รองรับ vga ขนาด	400 mm	
case เคส cooler master masterbox mb600l blue with odd mcb b600l ka5n s01 	brand	cooler master	
case เคส cooler master masterbox mb600l blue with odd mcb b600l ka5n s01 	model	masterbox mb600l	
case เคส cooler master masterbox mb600l blue with odd mcb b600l ka5n s01 	ประเภท	mid tower	
case เคส cooler master masterbox mb600l blue with odd mcb b600l ka5n s01 	รองรับ motherboard	atx micro atx mini itx	
case เคส cooler master masterbox mb600l blue with odd mcb b600l ka5n s01 	material	steel plastic acrylic side panel	
case เคส cooler master masterbox mb600l blue with odd mcb b600l ka5n s01 	ขนาด	464 x 212 x 454.5 mm	
case เคส cooler master masterbox mb600l blue with odd mcb b600l ka5n s01 	สี	black blue	
case เคส cooler master masterbox mb600l blue with odd mcb b600l ka5n s01 	front panel i o	usb 3.0 x 2 audio x 1 mic x 1	
case เคส cooler master masterbox mb600l blue with odd mcb b600l ka5n s01 	รองรับ vga ขนาด	400 mm	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	brand	deepcool	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	model	dn650	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	series	dn	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	กำลังไฟสูงสุด	650 w	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	fan size	120 mm	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	power factor correction	active	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	mainboard connector	20 4 pin	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	cpu connector	1 x 4 4 pin	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	pci ex connector	4 x 6 2 pin	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	sata connector	5	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	molex connector	3	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	มาตราฐานรับรอง	80	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	ระบบป้องกันไฟเกิน	ovp uvp scp opp	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	รองรับไฟขาเข้า	230 vac	
power supply อุปกรณ์จ่ายไฟ deepcool dn650 650w 80 	ขนาด	mm	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	brand	cougar	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	model	gx f650	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	series	gx f	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	กำลังไฟสูงสุด	650 w	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	fan size	135 mm	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	power factor correction	active	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	mainboard connector	20 4 pin	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	cpu connector	1 x 4 4 pin	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	pci ex connector	4 x 6 2 pin	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	sata connector	8	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	molex connector	3	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	สามารถถอดสายได้	fully modular	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	มาตราฐานรับรอง	80 gold	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	ระบบป้องกันไฟเกิน	uvp scp otp ocp ovp opp	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	รองรับไฟขาเข้า	100 to 240 vac	
power supply อุปกรณ์จ่ายไฟ cougar 650w gx f 80 gold 	ขนาด	150x150x86 mm	
case เคส plenty prime krd plpr30krd 	brand	plenty	
case เคส plenty prime krd plpr30krd 	model	prime krd	
case เคส plenty prime krd plpr30krd 	ประเภท	mid tower	
case เคส plenty prime krd plpr30krd 	รองรับ motherboard	atx micro atx	
case เคส plenty prime krd plpr30krd 	material	steel	
case เคส plenty prime krd plpr30krd 	ขนาด	405 x 180 x 430 mm	
case เคส plenty prime krd plpr30krd 	สี	black red	
case เคส plenty prime krd plpr30krd 	front panel i o	usb 3.0 x 1 usb 2.0 x 1 audio x 1 mic x 1	
case เคส asus rog strix helios gx601 	brand	asus	
case เคส asus rog strix helios gx601 	model	rog strix helios	
case เคส asus rog strix helios gx601 	ประเภท	mid tower	
case เคส asus rog strix helios gx601 	รองรับ motherboard	atx e atx micro atx mini itx	
case เคส asus rog strix helios gx601 	material	aluminum tempered glass	
case เคส asus rog strix helios gx601 	ขนาด	250 x 565 x 591 mm	
case เคส asus rog strix helios gx601 	สี	black	
case เคส asus rog strix helios gx601 	front panel i o	1 x usb 3.1 gen 2 end line 4 x usb 3.1 gen 1 end line 1 x headphone end line 1 x microphone end line led fan control buttons	
case เคส asus rog strix helios gx601 	รองรับ vga ขนาด	450 mm	
case เคส corsair 460x rgb cc 9011129 ww white 	brand	corsair	
case เคส corsair 460x rgb cc 9011129 ww white 	model	crystal 460x	
case เคส corsair 460x rgb cc 9011129 ww white 	ประเภท	mid tower	
case เคส corsair 460x rgb cc 9011129 ww white 	รองรับ motherboard	atx micro atx mini itx	
case เคส corsair 460x rgb cc 9011129 ww white 	material	steel tempered glass side panel	
case เคส corsair 460x rgb cc 9011129 ww white 	ขนาด	440 x 220 x 464 mm	
case เคส corsair 460x rgb cc 9011129 ww white 	สี	white	
case เคส corsair 460x rgb cc 9011129 ww white 	front panel i o	usb 3.0 x 2 audio x 1 mic x 1	
case เคส corsair 460x rgb cc 9011129 ww white 	รองรับ vga ขนาด	370 mm	
case เคส cougar gemini x	brand	cougar	
case เคส cougar gemini x	model	e atx case gemini x	
case เคส cougar gemini x	ประเภท	mid tower	
case เคส cougar gemini x	รองรับ motherboard	atx ceb micro atx mini itx	
case เคส cougar gemini x	material	aluminum	
case เคส cougar gemini x	ขนาด	426 x 635 x 525 mm	
case เคส cougar gemini x	สี	black	
case เคส cougar gemini x	front panel i o	primary usb 3.1 gen2 type c x1 usb3.0 x 2 mic x 1 audio x 1 secondary usb 3.1 gen2 type c x1 usb3.0 x 2 mic x 1 audio x 1	
case เคส cougar gemini x	รองรับ vga ขนาด	primary 350mm secondary 330mm	
case เคส thermaltake core p3 tempered glass snow edition	brand	thermaltake	
case เคส thermaltake core p3 tempered glass snow edition	model	core p3 tempered glass snow edition	
case เคส thermaltake core p3 tempered glass snow edition	ประเภท	mid tower	
case เคส thermaltake core p3 tempered glass snow edition	รองรับ motherboard	atx micro atx mini itx	
case เคส thermaltake core p3 tempered glass snow edition	material	spcc	
case เคส thermaltake core p3 tempered glass snow edition	ขนาด	512 x 333 x 470 mm	
case เคส thermaltake core p3 tempered glass snow edition	สี	white	
case เคส thermaltake core p3 tempered glass snow edition	front panel i o	usb 3.0 x 2 usb 2.0 x 2 hd audio x 1	
case เคส thermaltake core p3 tempered glass snow edition	รองรับ vga ขนาด	280mm	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	brand	cougar	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	model	gx f750	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	series	gx f	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	กำลังไฟสูงสุด	750 w	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	fan size	135 mm	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	power factor correction	active	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	mainboard connector	20 4 pin	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	cpu connector	1 x 4 4 pin	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	pci ex connector	4 x 6 2 pin	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	sata connector	8	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	molex connector	3	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	สามารถถอดสายได้	fully modular	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	มาตราฐานรับรอง	80 gold	
power supply อุปกรณ์จ่ายไฟ cougar 750w gx f 80 gold 	ระบบป้องกันไฟเกิน	uvp scp otp ocp ovp opp	
