,Unnamed: 0,Name,No.,link
49,0,CPU LIQUID COOLER (ระบบระบายความร้อนด้วยน้ำ) CORSAIR H115I RGB PLATINUM,187,https://www.jib.co.th/web/product/readProduct/32973/1723/CPU-LIQUID-COOLER--%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3--CORSAIR-H115I-RGB-PLATINUM
50,0,CPU LIQUID COOLER (ระบบระบายความร้อนด้วยน้ำ) DEEPCOOL CASTLE 280 ARGB,188,https://www.jib.co.th/web/product/readProduct/30160/1723/CPU-LIQUID-COOLER--%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3--DEEPCOOL-CASTLE-280-ARGB
51,0,CPU LIQUID COOLER (ระบบระบายความร้อนด้วยน้ำ) ID COOLING AURAFLOW X 240 RGB,189,https://www.jib.co.th/web/product/readProduct/33333/1723/CPU-LIQUID-COOLER--%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3--ID-COOLING-AURAFLOW-X-240-RGB
52,0,CPU LIQUID COOLER (ระบบระบายความร้อนด้วยน้ำ) THERMALTAKE WATER 3.0 240 ARGB SYNC EDITION,190,https://www.jib.co.th/web/product/readProduct/33144/1723/CPU-LIQUID-COOLER--%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3--THERMALTAKE-WATER-3-0-240-ARGB-SYNC-EDITION
53,0,CPU LIQUID COOLER (ระบบระบายความร้อนด้วยน้ำ) MASTER LIQUID ML120RS ARGB,191,https://www.jib.co.th/web/product/readProduct/31251/1723/CPU-LIQUID-COOLER--%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3--MASTER-LIQUID-ML120RS-ARGB
54,0,CPU LIQUID COOLER (ระบบระบายความร้อนด้วยน้ำ) ID COOLING FROSTFLOW X 240,192,https://www.jib.co.th/web/product/readProduct/33716/1723/CPU-LIQUID-COOLER--%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3--ID-COOLING-FROSTFLOW-X-240
55,0,CPU LIQUID COOLER (ระบบระบายความร้อนด้วยน้ำ) ID COOLING DASHFLOW 240 RGB,193,https://www.jib.co.th/web/product/readProduct/31429/1723/CPU-LIQUID-COOLER--%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3--ID-COOLING-DASHFLOW-240-RGB
56,0,CPU LIQUID COOLER (ระบบระบายความร้อนด้วยน้ำ) CORSAIR H100I RGB PLATINUM SE (CW-9060041-WW),194,https://www.jib.co.th/web/product/readProduct/33597/1723/CPU-LIQUID-COOLER--%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3--CORSAIR-H100I-RGB-PLATINUM-SE--CW-9060041-WW-
57,0,CPU LIQUID COOLER (ระบบระบายความร้อนด้วยน้ำ) MASTER LIQUID ML360 RGB TR4 EDITION,195,https://www.jib.co.th/web/product/readProduct/32317/1723/CPU-LIQUID-COOLER--%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3--MASTER-LIQUID-ML360-RGB-TR4-EDITION
58,0,CPU LIQUID COOLER (ระบบระบายความร้อนด้วยน้ำ) ASUS ROG STRIX LC 240,196,https://www.jib.co.th/web/product/readProduct/34630/1723/CPU-LIQUID-COOLER--%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%9A%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%B3--ASUS-ROG-STRIX-LC-240
